@RELATION lunarlander

@ATTRIBUTE x_position NUMERIC
@ATTRIBUTE y_position NUMERIC
@ATTRIBUTE x_velocity NUMERIC
@ATTRIBUTE y_velocity NUMERIC
@ATTRIBUTE angle NUMERIC
@ATTRIBUTE angular_velocity NUMERIC
@ATTRIBUTE left_leg_contact NUMERIC
@ATTRIBUTE right_leg_contact NUMERIC
@ATTRIBUTE action {0,1,2,3}
@ATTRIBUTE next_reward NUMERIC

@DATA
0.0025712966,1.4130416,0.26042807,0.094285555,-0.0029727104,-0.058990855,0.0,0.0,0,-0.351938
0.0051426888,1.4150883,0.26007628,0.090951525,-0.005887696,-0.05830439,0.0,0.0,0,-0.349198
0.0077140806,1.4170381,0.26008537,0.086645335,-0.008800981,-0.058270894,0.0,0.0,0,-0.345392
0.010285663,1.4188907,0.26009402,0.082320146,-0.011713882,-0.05826328,0.0,0.0,0,-0.342411
0.012857246,1.4206462,0.26010263,0.07799774,-0.014626331,-0.058254153,0.0,0.0,0,-0.339439
0.01542902,1.4223046,0.26011127,0.073675506,-0.017538315,-0.058244906,0.0,0.0,0,-0.336543
0.018000793,1.4238659,0.26011986,0.0693533,-0.020449877,-0.058235932,0.0,0.0,0,-0.333717
0.020572662,1.42533,0.2601284,0.065031,-0.023360923,-0.058226787,0.0,0.0,0,-0.330982
0.023144627,1.426697,0.26013693,0.06070865,-0.026271565,-0.058217667,0.0,0.0,0,-0.328324
0.025716687,1.4279671,0.26014543,0.05638624,-0.029181723,-0.058208615,0.0,0.0,0,-0.325719
0.028288841,1.4291397,0.26015392,0.05206377,-0.03209145,-0.058199603,0.0,0.0,0,-0.323203
0.03086109,1.4302155,0.26016238,0.04774124,-0.035000715,-0.05819059,0.0,0.0,0,-0.320720
0.03343334,1.431194,0.26017076,0.043418653,-0.037909552,-0.058181655,0.0,0.0,0,-0.318312
0.036005784,1.4320753,0.26017916,0.039096005,-0.040817924,-0.058172725,0.0,0.0,0,-0.315959
0.03857832,1.4328595,0.26018754,0.034773298,-0.043725867,-0.05816382,0.0,0.0,0,-0.313649
0.04115095,1.4335465,0.26019585,0.030450499,-0.046633344,-0.05815495,0.0,0.0,0,-0.311401
0.04372368,1.4341366,0.26020414,0.026127642,-0.049540386,-0.058146127,0.0,0.0,0,-0.309176
0.04629631,1.4346297,0.2602124,0.021804724,-0.052447,-0.058137327,0.0,0.0,0,-0.306971
0.04886923,1.4350253,0.26022062,0.017481748,-0.05535316,-0.058128573,0.0,0.0,0,-0.304821
0.051442146,1.435324,0.2602288,0.013158707,-0.058258902,-0.05811984,0.0,0.0,0,-0.302665
0.05401516,1.4355254,0.26023695,0.008835612,-0.061164197,-0.058111183,0.0,0.0,0,-0.300550
0.056588363,1.4356298,0.26024503,0.0045124507,-0.06406905,-0.058102507,0.0,0.0,0,-0.298427
0.059161566,1.435637,0.2602531,0.00018922635,-0.06697351,-0.058093894,0.0,0.0,0,-0.296315
0.061734866,1.435547,0.26026112,-0.004134052,-0.069877505,-0.0580853,0.0,0.0,0,-0.294205
0.06430817,1.43536,0.2602691,-0.008457378,-0.072781086,-0.058076777,0.0,0.0,0,-0.284277
0.066880606,1.4350542,0.26017156,-0.013731901,-0.07568459,-0.058069967,0.0,0.0,0,-0.288669
0.06945296,1.4346515,0.2601715,-0.018052604,-0.078588076,-0.058069944,0.0,0.0,0,-0.286544
0.072025396,1.4341515,0.26017144,-0.022373307,-0.081491575,-0.058069944,0.0,0.0,0,-0.284420
0.07459774,1.4335546,0.26017135,-0.02669401,-0.08439507,-0.058069885,0.0,0.0,0,-0.282256
0.07717018,1.4328605,0.26017126,-0.031014713,-0.08729855,-0.058069855,0.0,0.0,0,-0.280070
0.079742625,1.4320694,0.26017118,-0.035335418,-0.09020205,-0.058069833,0.0,0.0,0,-0.277827
0.082315065,1.4311812,0.2601711,-0.039656125,-0.09310552,-0.05806973,0.0,0.0,0,-0.275544
0.084887505,1.4301959,0.260171,-0.04397683,-0.096009016,-0.058069665,0.0,0.0,0,-0.273207
0.087459944,1.4291134,0.26017088,-0.048297532,-0.0989125,-0.058069617,0.0,0.0,0,-0.270831
0.090032384,1.4279339,0.2601708,-0.052618243,-0.101815976,-0.058069587,0.0,0.0,0,-0.268382
0.09260483,1.4266574,0.2601707,-0.056938946,-0.10471945,-0.05806954,0.0,0.0,0,-0.265871
0.09517727,1.4252837,0.2601706,-0.061259646,-0.10762293,-0.05806951,0.0,0.0,0,-0.263307
0.09774981,1.423813,0.26017052,-0.065580346,-0.110526405,-0.05806945,0.0,0.0,0,-0.260654
0.10032225,1.4222451,0.2601704,-0.06990104,-0.11342987,-0.058069427,0.0,0.0,0,-0.257946
0.10289478,1.4205803,0.26017025,-0.074221745,-0.11633334,-0.0580694,0.0,0.0,0,-0.255137
0.10546732,1.4188182,0.26017016,-0.078542456,-0.11923682,-0.05806937,0.0,0.0,0,-0.252267
0.10803976,1.416959,0.26017,-0.08286316,-0.122140296,-0.05806935,0.0,0.0,0,-0.249307
0.110612296,1.4150028,0.26016986,-0.08718385,-0.12504378,-0.05806933,0.0,0.0,0,-0.246274
0.11318483,1.4129497,0.2601697,-0.09150455,-0.12794724,-0.058069307,0.0,0.0,0,-0.243144
